Время - Уставка	Давление [МПа] - Уставка	Время - Текущее	Давление [МПа] - Текущее	Время - ДД 38.2	Давление [МПа] - ДД 38.2
2486	0	2486	0,488884	2486	0,00250204
2486	0	2486	0,486764	2486	0,00250204
2486	0	2486	0,486764	2486	0,00212222
2486	0	2486	0,487737	2486	0,00212222
2486	0	2486	0,487737	2486	-0,00225413
2487	0	2487	0,48571	2487	-0,00225413
2487	0	2487	0,48571	2487	-0,00301931
2487	0	2487	0,48563	2487	-0,00301931
2487	0	2487	0,48563	2487	-0,00593286
2487	0	2487	0,48563	2487	-0,00593286
2487	0	2487	0,486849	2487	-0,00687603
2487	0	2487	0,486849	2487	-0,00687603
2487	0	2487	0,487345	2487	-0,00734951
2487	0	2487	0,487345	2487	-0,00734951
2488	0	2488	0,487345	2488	-0,00041794
2488	0	2488	0,488664	2488	-0,00041794
2488	0	2488	0,488664	2488	-0,00289308
2488	0	2488	0,488572	2488	-0,00289308
2488	0	2488	0,488572	2488	-0,00289308
2488	0	2488	0,488684	2488	0,00390301
2488	0	2488	0,488684	2488	0,00390301
2488	0	2488	0,488684	2488	0,0103696
2488	0	2488	0,488322	2488	0,0103696
2488	0	2488	0,488322	2488	0,00925496
2488	0	2488	0,488426	2488	0,00925496
2489	0	2489	0,488426	2489	0,00733655
2489	0	2489	0,488268	2489	0,00733655
2489	0	2489	0,488268	2489	0,00486684
2489	0	2489	0,488268	2489	0,00486684
2489	0	2489	0,486426	2489	0,00120128
2489	0	2489	0,486426	2489	0,00120128
2489	0	2489	0,485468	2489	0,00120128
2489	0	2489	0,485468	2489	0,00271562
2489	0	2489	0,485306	2489	0,00271562
2490	0	2490	0,485306	2490	0,0106504
2490	0	2490	0,48593	2490	0,0106504
2490	0	2490	0,48593	2490	0,0207956
2490	0	2490	0,48593	2490	0,0207956
2490	0	2490	0,486406	2490	0,0168574
2490	0	2490	0,486406	2490	0,0168574
2490	0	2490	0,486826	2490	0,0181848
2490	0	2490	0,486826	2490	0,0181848
2490	0	2490	0,48666	2490	0,00592112
2490	0	2490	0,48666	2490	0,00592112
2490	0	2490	0,485791	2490	-0,000392851
2491	0	2491	0,485791	2491	-0,000392851
2491	0	2491	0,485791	2491	-0,000392851
2491	0	2491	0,485056	2491	-0,000298689
2491	0	2491	0,485056	2491	-0,000298689
2491	0	2491	0,486037	2491	0,00345169
2491	0	2491	0,486037	2491	0,00345169
2491	0	2491	0,486772	2491	0,0092755
2491	0	2491	0,486772	2491	0,0092755
2491	0	2491	0,488207	2491	0,0133003
2492	0	2492	0,488207	2492	0,0133003
2492	0	2492	0,488207	2492	0,0133003
2492	0	2492	0,488245	2492	0,00834989
2492	0	2492	0,488245	2492	0,00834989
2492	0	2492	0,487876	2492	0,00609867
2492	0	2492	0,487876	2492	0,00609867
2492	0	2492	0,48726	2492	0,00609867
2492	0	2492	0,48726	2492	0,00302265
2492	0	2492	0,486937	2492	0,00302265
2492	0	2492	0,486937	2492	0,00276876
2492	0	2492	0,485822	2492	0,00276876
2493	0	2493	0,485822	2493	0,00276876
2493	0	2493	0,486891	2493	0,00553575
2493	0	2493	0,486891	2493	0,00553575
2493	0	2493	0,488818	2493	0,00601947
2493	0	2493	0,488818	2493	0,00601947
2493	0	2493	0,488476	2493	0,00573541
2493	0	2493	0,488476	2493	0,00573541
2493	0	2493	0,488476	2493	0,0044748
2493	0	2493	0,488764	2493	0,0044748
2494	0	2494	0,488764	2494	0,00650258
2494	0	2494	0,488641	2494	0,00650258
2494	0	2494	0,488641	2494	0,00499777
2494	0	2494	0,488449	2494	0,00499777
2494	0	2494	0,488449	2494	0,00382069
2494	0	2494	0,488449	2494	0,00382069
2494	0	2494	0,488333	2494	0,00382069
2494	0	2494	0,488333	2494	0,00597687
2494	0	2494	0,488653	2494	0,00597687
2494	0	2494	0,488653	2494	0,00874248
2494	0	2494	0,488872	2494	0,00874248
2495	0	2495	0,488872	2495	0,00996063
2495	0	2495	0,487207	2495	0,00996063
2495	0	2495	0,487207	2495	0,0111643
2495	0	2495	0,487049	2495	0,0111643
2495	0	2495	0,487049	2495	0,0136419
2495	0	2495	0,486622	2495	0,0136419
2495	0	2495	0,486622	2495	0,0184868
2495	0	2495	0,486437	2495	0,0184868
2495	0	2495	0,486437	2495	0,0163433
2496	0	2496	0,486437	2496	0,0163433
2496	0	2496	0,486318	2496	0,0163433
2496	0	2496	0,486318	2496	0,0167865
2496	0	2496	0,486876	2496	0,0167865
2496	0	2496	0,486876	2496	0,00420964
2496	0	2496	0,486568	2496	0,00420964
2496	0	2496	0,486568	2496	0,00972842
2496	0	2496	0,486668	2496	0,00972842
2496	0	2496	0,486668	2496	0,00137805
2496	0	2496	0,486668	2496	0,00137805
2496	0	2496	0,48643	2496	0,00137805
2497	0	2497	0,48643	2497	-0,00284381
2497	0	2497	0,486891	2497	-0,00284381
2497	0	2497	0,486891	2497	0,00468171
2497	0	2497	0,485876	2497	0,00468171
2497	0	2497	0,485876	2497	0,0066264
2497	0	2497	0,487653	2497	0,0066264
2497	0	2497	0,487653	2497	0,00328376
2497	0	2497	0,487653	2497	0,00328376
2497	0	2497	0,487441	2497	0,0117533
2498	0	2498	0,487441	2498	0,0117533
2498	0	2498	0,485699	2498	0,00647904
2498	0	2498	0,485699	2498	0,00647904
2498	0	2498	0,486137	2498	0,00647904
2498	0	2498	0,486137	2498	0,00661444
2498	0	2498	0,486526	2498	0,00661444
2498	0	2498	0,486526	2498	-0,00230018
2498	0	2498	0,486526	2498	-0,00230018
2498	0	2498	0,485795	2498	-0,0109752
2498	0	2498	0,485795	2498	-0,0109752
2498	0	2498	0,485495	2498	-0,0109752
2499	0	2499	0,485495	2499	-0,0122824
2499	0	2499	0,485083	2499	-0,0122824
2499	0	2499	0,485083	2499	-0,0122824
2499	0	2499	0,485537	2499	-0,0107586
2499	0	2499	0,485537	2499	-0,0107586
2499	0	2499	0,485537	2499	-0,00876261
2499	0	2499	0,485522	2499	-0,00876261
2499	0	2499	0,485522	2499	0,00676431
2499	0	2499	0,485672	2499	0,00676431
2500	0	2500	0,485672	2500	0,0192183
2500	0	2500	0,485987	2500	0,0192183
2500	0	2500	0,485987	2500	0,0225279
2500	0	2500	0,485987	2500	0,0225279
2500	0	2500	0,486714	2500	0,0251659
2500	0	2500	0,486714	2500	0,0251659
2500	0	2500	0,485414	2500	0,0251659
2500	0	2500	0,485414	2500	0,0255674
2500	0	2500	0,485691	2500	0,0255674
2500	0	2500	0,485691	2500	0,014715
2500	0	2500	0,486195	2500	0,014715
2501	0	2501	0,486195	2501	0,0185854
2501	0	2501	0,486195	2501	0,0185854
2501	0	2501	0,48651	2501	0,0096162
2501	0	2501	0,48651	2501	0,0096162
2501	0	2501	0,486518	2501	0,0104284
2501	0	2501	0,486518	2501	0,0104284
2501	0	2501	0,486772	2501	0,00624068
2501	0	2501	0,486772	2501	0,00624068
2501	0	2501	0,486099	2501	0,0061575
2502	0	2502	0,486099	2502	0,0061575
2502	0	2502	0,486418	2502	5,83E-05
2502	0	2502	0,486418	2502	5,83E-05
2502	0	2502	0,486418	2502	-0,00181517
2502	0	2502	0,486333	2502	-0,00181517
2502	0	2502	0,486333	2502	-0,00459765
2502	0	2502	0,486526	2502	-0,00459765
2502	0	2502	0,486526	2502	0,00126993
2502	0	2502	0,485618	2502	0,00126993
2502	0	2502	0,485618	2502	0,00681218
2502	0	2502	0,485618	2502	0,00681218
2503	0	2503	0,485145	2503	0,00627806
2503	0	2503	0,485145	2503	0,00627806
2503	0	2503	0,484345	2503	0,0101172
2503	0	2503	0,484345	2503	0,0101172
2503	0	2503	0,484345	2503	0,0154797
2503	0	2503	0,482422	2503	0,0154797
2503	0	2503	0,482422	2503	0,00301827
2503	0	2503	0,483341	2503	0,00301827
2503	0	2503	0,483341	2503	-0,00188363
2504	0	2504	0,483891	2504	-0,00188363
2504	0	2504	0,483891	2504	-0,00188363
2504	0	2504	0,485364	2504	-0,0021806
2504	0	2504	0,485364	2504	-0,0021806
2504	0	2504	0,485876	2504	0,00652993
2504	0	2504	0,485876	2504	0,00652993
2504	0	2504	0,485876	2504	-0,00527523
2504	0	2504	0,486726	2504	-0,00527523
2504	0	2504	0,486726	2504	-0,00187526
2504	0	2504	0,48596	2504	-0,00187526
2504	0	2504	0,48596	2504	0,000875194
2505	0	2505	0,484614	2505	0,000875194
2505	0	2505	0,484614	2505	-0,00146368
2505	0	2505	0,484133	2505	-0,00146368
2505	0	2505	0,484133	2505	-0,00796869
2505	0	2505	0,484133	2505	-0,00796869
2505	0	2505	0,484456	2505	0,000102883
2505	0	2505	0,484456	2505	0,000102883
2505	0	2505	0,483633	2505	0,000102883
2505	0	2505	0,483633	2505	-0,00323768
2506	0	2506	0,483633	2506	-0,00323768
2506	0	2506	0,48386	2506	0,00867393
2506	0	2506	0,48386	2506	0,00867393
2506	0	2506	0,482799	2506	0,00867393
2506	0	2506	0,482799	2506	0,0111173
2506	0	2506	0,481745	2506	0,0111173
2506	0	2506	0,481745	2506	0,0102212
2506	0	2506	0,481745	2506	0,0102212
2506	0	2506	0,482137	2506	0,0102212
2506	0	2506	0,482137	2506	0,0124558
2506	0	2506	0,482529	2506	0,0124558
2507	0	2507	0,482529	2507	0,00984591
2507	0	2507	0,483168	2507	0,00984591
2507	0	2507	0,483168	2507	-0,00213831
2507	0	2507	0,484737	2507	-0,00213831
2507	0	2507	0,484737	2507	-0,000119085
2507	0	2507	0,484737	2507	-0,000119085
2507	0	2507	0,484833	2507	-0,000119085
2507	0	2507	0,484833	2507	0,0013959
2507	0	2507	0,485453	2507	0,0013959
2508	0	2508	0,485453	2508	-0,00492722
2508	0	2508	0,484168	2508	-0,00492722
2508	0	2508	0,484168	2508	-0,00370618
2508	0	2508	0,484168	2508	-0,00370618
2508	0	2508	0,483649	2508	0,000515748
2508	0	2508	0,483649	2508	0,000515748
2508	0	2508	0,48361	2508	0,00137183
2508	0	2508	0,48361	2508	0,00137183
2508	0	2508	0,483495	2508	-0,00534282
2508	0	2508	0,483495	2508	-0,00534282
2508	0	2508	0,483899	2508	0,00273213
2509	0	2509	0,483899	2509	0,00273213
2509	0	2509	0,483899	2509	-0,00010579
2509	0	2509	0,486253	2509	-0,00010579
2509	0	2509	0,486253	2509	-0,00010579
2509	0	2509	0,486453	2509	-0,00267335
2509	0	2509	0,486453	2509	-0,00267335
2509	0	2509	0,48626	2509	-0,00659846
2509	0	2509	0,48626	2509	-0,00659846
2509	0	2509	0,48626	2509	-0,00659846
2510	0	2510	0,487283	2510	-0,00888706
2510	0	2510	0,487283	2510	-0,00888706
2510	0	2510	0,486333	2510	-0,0155129
2510	0	2510	0,486333	2510	-0,0155129
2510	0	2510	0,486333	2510	-0,0160415
2510	0	2510	0,484987	2510	-0,0160415
2510	0	2510	0,484987	2510	-0,0194837
2510	0	2510	0,484391	2510	-0,0194837
2510	0	2510	0,484391	2510	-0,0149848
2510	0	2510	0,483599	2510	-0,0149848
2510	0	2510	0,483599	2510	-0,0149848
2511	0	2511	0,483599	2511	-0,0125262
2511	0	2511	0,485487	2511	-0,0125262
2511	0	2511	0,485487	2511	-0,00438047
2511	0	2511	0,485149	2511	-0,00438047
2511	0	2511	0,485149	2511	0,00235401
2511	0	2511	0,486245	2511	0,00235401
2511	0	2511	0,486245	2511	0,00235401
2511	0	2511	0,486245	2511	0,00321262
2511	0	2511	0,486099	2511	0,00321262
2512	0	2512	0,486099	2512	0,00541216
2512	0	2512	0,484487	2512	0,00541216
2512	0	2512	0,484487	2512	-0,00178961
2512	0	2512	0,484487	2512	-0,00178961
2512	0	2512	0,484853	2512	-0,00178961
2512	0	2512	0,484853	2512	-0,00200216
2512	0	2512	0,483656	2512	-0,00200216
2512	0	2512	0,483656	2512	-0,0058899
2512	0	2512	0,484037	2512	-0,0058899
2512	0	2512	0,484037	2512	-0,00665154
2512	0	2512	0,484037	2512	-0,00665154
2513	0	2513	0,483706	2513	-0,00293711
2513	0	2513	0,483706	2513	-0,00293711
2513	0	2513	0,484164	2513	-0,00293711
2513	0	2513	0,484164	2513	-0,000971405
2513	0	2513	0,483772	2513	-0,000971405
2513	0	2513	0,483772	2513	-0,000812792
2513	0	2513	0,483133	2513	-0,000812792
2513	0	2513	0,483133	2513	0,00135396
2513	0	2513	0,482522	2513	0,00135396
2514	0	2514	0,482522	2514	0,00137743
2514	0	2514	0,482522	2514	0,00137743
2514	0	2514	0,482149	2514	0,00137743
2514	0	2514	0,482149	2514	-0,00155868
2514	0	2514	0,48246	2514	-0,00155868
2514	0	2514	0,48246	2514	0,00173664
2514	0	2514	0,484083	2514	0,00173664
2514	0	2514	0,484083	2514	0,00173664
2514	0	2514	0,485226	2514	0,0054043
2514	0	2514	0,485226	2514	0,0054043
2514	0	2514	0,485226	2514	0,00598564
2515	0	2515	0,485383	2515	0,00598564
2515	0	2515	0,485383	2515	0,00022211
2515	0	2515	0,484533	2515	0,00022211
2515	0	2515	0,484533	2515	-0,000822704
2515	0	2515	0,484533	2515	-0,000822704
2515	0	2515	0,483922	2515	-0,000822704
2515	0	2515	0,483922	2515	-0,00954584
2515	0	2515	0,484279	2515	-0,00954584
2515	0	2515	0,484279	2515	-0,0110536
2516	0	2516	0,482856	2516	-0,0110536
2516	0	2516	0,482856	2516	-0,0110536
2516	0	2516	0,483499	2516	-0,000928756
2516	0	2516	0,483499	2516	-0,000928756
2516	0	2516	0,483499	2516	0,00140302
2516	0	2516	0,483718	2516	0,00140302
2516	0	2516	0,483718	2516	0,015328
2516	0	2516	0,483791	2516	0,015328
2516	0	2516	0,483791	2516	0,0176366
2516	0	2516	0,484118	2516	0,0176366
2516	0	2516	0,484118	2516	0,0179613
2517	0	2517	0,485137	2517	0,0179613
2517	0	2517	0,485137	2517	0,0179613
2517	0	2517	0,485137	2517	0,0197513
2517	0	2517	0,484856	2517	0,0197513
2517	0	2517	0,484856	2517	0,0187384
2517	0	2517	0,484029	2517	0,0187384
2517	0	2517	0,484029	2517	0,0143683
2517	0	2517	0,484029	2517	0,0143683
2517	0	2517	0,485118	2517	0,0140521
2518	0	2518	0,485118	2518	0,0140521
2518	0	2518	0,482783	2518	0,0215496
2518	0	2518	0,482783	2518	0,0215496
2518	0	2518	0,482783	2518	0,0204946
2518	0	2518	0,484206	2518	0,0204946
2518	0	2518	0,484206	2518	0,0209552
2518	0	2518	0,485341	2518	0,0209552
2518	0	2518	0,485341	2518	0,02263
2518	0	2518	0,485291	2518	0,02263
2518	0	2518	0,485291	2518	0,0242602
2518	0	2518	0,485291	2518	0,0242602
2519	0	2519	0,485595	2519	0,0247359
2519	0	2519	0,485595	2519	0,0247359
2519	0	2519	0,484664	2519	0,0172786
2519	0	2519	0,484664	2519	0,0172786
2519	0	2519	0,483468	2519	0,0172786
2519	0	2519	0,483468	2519	0,0121722
2519	0	2519	0,483722	2519	0,0121722
2519	0	2519	0,483722	2519	0,00746119
2519	0	2519	0,483787	2519	0,00746119
2520	0	2520	0,483787	2520	0,00746119
2520	0	2520	0,483787	2520	-0,00258069
2520	0	2520	0,484664	2520	-0,00258069
2520	0	2520	0,484664	2520	-0,00553915
2520	0	2520	0,486083	2520	-0,00553915
2520	0	2520	0,486083	2520	-0,00378414
2520	0	2520	0,486083	2520	-0,00378414
2520	0	2520	0,486103	2520	-0,00519698
2520	0	2520	0,486103	2520	-0,00519698
2520	0	2520	0,48558	2520	-0,00969435
2520	0	2520	0,48558	2520	-0,00969435
2521	0	2521	0,486495	2521	-0,00387318
2521	0	2521	0,486495	2521	-0,00387318
2521	0	2521	0,486495	2521	-0,00387318
2521	0	2521	0,486287	2521	0,00632293
2521	0	2521	0,486287	2521	0,00632293
2521	0	2521	0,484699	2521	0,0121536
2521	0	2521	0,484699	2521	0,0121536
2521	0	2521	0,484991	2521	0,0121536
2521	0	2521	0,484991	2521	0,0178498
2522	0	2522	0,485372	2522	0,0178498
2522	0	2522	0,485372	2522	0,0155132
2522	0	2522	0,484833	2522	0,0155132
2522	0	2522	0,484833	2522	0,00963602
2522	0	2522	0,485403	2522	0,00963602
2522	0	2522	0,485403	2522	0,00771203
2522	0	2522	0,485403	2522	0,00771203
2522	0	2522	0,486191	2522	0,00771203
2522	0	2522	0,486191	2522	0,000894422
2522	0	2522	0,483287	2522	0,000894422
2522	0	2522	0,483287	2522	-0,00428433
2523	0	2523	0,481433	2523	-0,00428433
2523	0	2523	0,481433	2523	-0,00428433
2523	0	2523	0,480514	2523	-0,00339322
2523	0	2523	0,480514	2523	-0,00339322
2523	0	2523	0,479575	2523	-0,00570175
2523	0	2523	0,479575	2523	-0,00570175
2523	0	2523	0,479575	2523	-0,0104776
2523	0	2523	0,479048	2523	-0,0104776
2523	0	2523	0,479048	2523	-0,00491402
2524	0	2524	0,481156	2524	-0,00491402
2524	0	2524	0,481156	2524	-0,00466842
2524	0	2524	0,482683	2524	-0,00466842
2524	0	2524	0,482683	2524	-0,00466842
2524	0	2524	0,482683	2524	-0,0123647
2524	0	2524	0,483679	2524	-0,0123647
2524	0	2524	0,483679	2524	-0,0055361
2524	0	2524	0,484856	2524	-0,0055361
2524	0	2524	0,484856	2524	-0,00692261
2524	0	2524	0,484856	2524	-0,00692261
2524	0	2524	0,485072	2524	-0,00692261
2525	0	2525	0,485072	2525	-0,0146939
2525	0	2525	0,485256	2525	-0,0146939
2525	0	2525	0,485256	2525	-0,00229835
2525	0	2525	0,484995	2525	-0,00229835
2525	0	2525	0,484995	2525	-0,00399741
2525	0	2525	0,483418	2525	-0,00399741
2525	0	2525	0,483418	2525	-0,00399741
2525	0	2525	0,483418	2525	-0,00121089
2525	0	2525	0,482491	2525	-0,00121089
2526	0	2526	0,482491	2526	0,000113104
2526	0	2526	0,482218	2526	0,000113104
2526	0	2526	0,482218	2526	-0,00172344
2526	0	2526	0,481587	2526	-0,00172344
2526	0	2526	0,481587	2526	-0,00259251
2526	0	2526	0,481549	2526	-0,00259251
2526	0	2526	0,481549	2526	0,000721609
2526	0	2526	0,481549	2526	0,000721609
2526	0	2526	0,484072	2526	-0,000826302
2526	0	2526	0,484072	2526	-0,000826302
2526	0	2526	0,483445	2526	0,00144303
2527	0	2527	0,483445	2527	0,00144303
2527	0	2527	0,483445	2527	0,00268832
2527	0	2527	0,483145	2527	0,00268832
2527	0	2527	0,483145	2527	-0,00437738
2527	0	2527	0,482399	2527	-0,00437738
2527	0	2527	0,482399	2527	0,003149
2527	0	2527	0,481095	2527	0,003149
2527	0	2527	0,481095	2527	0,003149
2527	0	2527	0,479741	2527	0,00296406
2528	0	2528	0,479741	2528	0,00296406
2528	0	2528	0,47936	2528	-0,00298326
2528	0	2528	0,47936	2528	-0,00298326
2528	0	2528	0,480437	2528	5,28E-05
2528	0	2528	0,480437	2528	5,28E-05
2528	0	2528	0,480437	2528	5,28E-05
2528	0	2528	0,480302	2528	-0,0105801
2528	0	2528	0,480302	2528	-0,0105801
2528	0	2528	0,480664	2528	-0,0157431
2528	0	2528	0,480664	2528	-0,0157431
2528	0	2528	0,480664	2528	-0,0173301
2529	0	2529	0,48161	2529	-0,0173301
2529	0	2529	0,48161	2529	-0,0123104
2529	0	2529	0,48156	2529	-0,0123104
2529	0	2529	0,48156	2529	-0,00809307
2529	0	2529	0,48156	2529	-0,00809307
2529	0	2529	0,481852	2529	-0,00123597
2529	0	2529	0,481852	2529	-0,00123597
2529	0	2529	0,48301	2529	0,00167846
2529	0	2529	0,48301	2529	0,00167846
2530	0	2530	0,48301	2530	0,00472553
2530	0	2530	0,482614	2530	0,00472553
2530	0	2530	0,482614	2530	0,000323087
2530	0	2530	0,481814	2530	0,000323087
2530	0	2530	0,481814	2530	0,000323087
2530	0	2530	0,482722	2530	-0,00132011
2530	0	2530	0,482722	2530	-0,00132011
2530	0	2530	0,482722	2530	-0,00522252
2530	0	2530	0,484491	2530	-0,00522252
2530	0	2530	0,484491	2530	-0,00570263
2530	0	2530	0,48346	2530	-0,00570263
2531	0	2531	0,48346	2531	-0,00615643
2531	0	2531	0,48346	2531	-0,00615643
2531	0	2531	0,482387	2531	-0,00615643
2531	0	2531	0,482387	2531	-0,00235744
2531	0	2531	0,481641	2531	-0,00235744
2531	0	2531	0,481641	2531	-0,00212747
2531	0	2531	0,480856	2531	-0,00212747
2531	0	2531	0,480856	2531	-0,00156147
2531	0	2531	0,480856	2531	-0,00156147
2532	0	2532	0,480537	2532	0,00646024
2532	0	2532	0,480537	2532	0,00646024
2532	0	2532	0,481875	2532	0,00646024
2532	0	2532	0,481875	2532	0,00183976
2532	0	2532	0,482976	2532	0,00183976
2532	0	2532	0,482976	2532	0,00788468
2532	0	2532	0,484468	2532	0,00788468
2532	0	2532	0,484468	2532	0,00788468
2532	0	2532	0,484468	2532	0,0157064
2532	0	2532	0,484568	2532	0,0157064
2532	0	2532	0,484568	2532	0,0154227
2533	0	2533	0,485145	2533	0,0154227
2533	0	2533	0,485145	2533	0,0123773
2533	0	2533	0,485872	2533	0,0123773
2533	0	2533	0,485872	2533	0,00830634
2533	0	2533	0,485872	2533	0,00830634
2533	0	2533	0,484649	2533	0,00830634
2533	0	2533	0,484649	2533	0,00785876
2533	0	2533	0,483383	2533	0,00785876
2533	0	2533	0,483383	2533	0,00380814
2534	0	2534	0,48221	2534	0,00380814
2534	0	2534	0,48221	2534	0,00391328
2534	0	2534	0,482102	2534	0,00391328
2534	0	2534	0,482102	2534	0,00391328
2534	0	2534	0,480829	2534	-0,00188965
2534	0	2534	0,480829	2534	-0,00188965
2534	0	2534	0,480829	2534	-0,00235136
2534	0	2534	0,480556	2534	-0,00235136
2534	0	2534	0,480556	2534	-0,00343385
2534	0	2534	0,482868	2534	-0,00343385
2534	0	2534	0,482868	2534	-0,00395689
2535	0	2535	0,482741	2535	-0,00395689
2535	0	2535	0,482741	2535	-0,00435431
2535	0	2535	0,482741	2535	-0,00435431
2535	0	2535	0,482987	2535	-0,00494916
2535	0	2535	0,482987	2535	-0,00494916
2535	0	2535	0,483322	2535	-0,00960359
2535	0	2535	0,483322	2535	-0,00960359
2535	0	2535	0,483322	2535	-0,0217467
2535	0	2535	0,482622	2535	-0,0217467
2536	0	2536	0,482622	2536	-0,0293292
2536	0	2536	0,482018	2536	-0,0293292
2536	0	2536	0,482018	2536	-0,022092
2536	0	2536	0,482018	2536	-0,022092
2536	0	2536	0,480741	2536	-0,022092
2536	0	2536	0,480741	2536	-0,024243
2536	0	2536	0,480922	2536	-0,024243
2536	0	2536	0,480922	2536	-0,024731
2536	0	2536	0,481141	2536	-0,024731
2536	0	2536	0,481141	2536	-0,0197344
2536	0	2536	0,481148	2536	-0,0197344
2537	0	2537	0,481148	2537	-0,0197344
2537	0	2537	0,481148	2537	-0,0144661
2537	0	2537	0,48181	2537	-0,0144661
2537	0	2537	0,48181	2537	-0,017182
2537	0	2537	0,482079	2537	-0,017182
2537	0	2537	0,482079	2537	-0,0104814
2537	0	2537	0,482041	2537	-0,0104814
2537	0	2537	0,482041	2537	-0,00541628
2537	0	2537	0,482156	2537	-0,00541628
2538	0	2538	0,482156	2538	-0,0131152
2538	0	2538	0,478241	2538	-0,0131152
2538	0	2538	0,478241	2538	-0,0131152
2538	0	2538	0,478241	2538	-0,0174615
2538	0	2538	0,47751	2538	-0,0174615
2538	0	2538	0,47751	2538	-0,0183841
2538	0	2538	0,478033	2538	-0,0183841
2538	0	2538	0,478033	2538	-0,0147128
2538	0	2538	0,478033	2538	-0,0147128
2538	0	2538	0,475833	2538	-0,00813867
2538	0	2538	0,475833	2538	-0,00813867
2539	0	2539	0,480406	2539	-0,00353654
2539	0	2539	0,480406	2539	-0,00353654
2539	0	2539	0,480406	2539	-0,00353654
2539	0	2539	0,479587	2539	-0,00303132
2539	0	2539	0,479587	2539	-0,00303132
2539	0	2539	0,478979	2539	-0,00654773
2539	0	2539	0,478979	2539	-0,00654773
2539	0	2539	0,478979	2539	-0,00185699
2539	0	2539	0,479645	2539	-0,00185699
2540	0	2540	0,479645	2540	-0,00640346
2540	0	2540	0,479398	2540	-0,00640346
2540	0	2540	0,479398	2540	-0,00682071
2540	0	2540	0,479856	2540	-0,00682071
2540	0	2540	0,479856	2540	-0,0104258
2540	0	2540	0,480537	2540	-0,0104258
2540	0	2540	0,480537	2540	-0,00783922
2540	0	2540	0,480537	2540	-0,00783922
2540	0	2540	0,480152	2540	-0,00783922
2540	0	2540	0,480152	2540	-0,00155151
2540	0	2540	0,479087	2540	-0,00155151
2541	0	2541	0,479087	2541	-0,00395141
2541	0	2541	0,479798	2541	-0,00395141
2541	0	2541	0,479798	2541	0,00259432
2541	0	2541	0,480125	2541	0,00259432
2541	0	2541	0,480125	2541	0,0103187
2541	0	2541	0,480306	2541	0,0103187
2541	0	2541	0,480306	2541	0,0142594
2541	0	2541	0,480306	2541	0,0142594
2541	0	2541	0,481949	2541	0,0102017
2542	0	2542	0,481949	2542	0,0102017
2542	0	2542	0,483483	2542	0,00837255
2542	0	2542	0,483483	2542	0,00837255
2542	0	2542	0,48281	2542	0,00917743
2542	0	2542	0,48281	2542	0,00917743
2542	0	2542	0,482595	2542	-0,00212542
2542	0	2542	0,482595	2542	-0,00212542
2542	0	2542	0,481606	2542	0,00118923
2542	0	2542	0,481606	2542	0,00118923
2542	0	2542	0,481606	2542	0,00118923
2542	0	2542	0,482099	2542	0,00236182
2543	0	2543	0,482099	2543	0,00236182
2543	0	2543	0,481272	2543	-0,00109721
2543	0	2543	0,481272	2543	-0,00109721
2543	0	2543	0,481272	2543	0,00189666
2543	0	2543	0,480741	2543	0,00189666
2543	0	2543	0,480741	2543	0,010397
2543	0	2543	0,480852	2543	0,010397
2543	0	2543	0,480852	2543	0,00654339
2543	0	2543	0,480852	2543	0,00654339
2544	0	2544	0,478848	2544	0,00504316
2544	0	2544	0,478848	2544	0,00504316
2544	0	2544	0,476979	2544	0,00412829
2544	0	2544	0,476979	2544	0,00412829
2544	0	2544	0,477202	2544	0,00398374
2544	0	2544	0,477202	2544	0,00398374
2544	0	2544	0,477202	2544	0,00398374
2544	0	2544	0,477418	2544	0,00649102
2544	0	2544	0,477418	2544	0,00649102
2544	0	2544	0,479083	2544	0,00636379
2544	0	2544	0,479083	2544	0,00636379
2545	0	2545	0,479083	2545	0,00435079
2545	0	2545	0,479198	2545	0,00435079
2545	0	2545	0,479198	2545	-0,00122883
2545	0	2545	0,480287	2545	-0,00122883
2545	0	2545	0,480287	2545	-0,0111662
2545	0	2545	0,479287	2545	-0,0111662
2545	0	2545	0,479287	2545	-0,0111662
2545	0	2545	0,479287	2545	-0,0197738
2545	0	2545	0,479271	2545	-0,0197738
2546	0	2546	0,479271	2546	-0,0210837
2546	0	2546	0,480606	2546	-0,0210837
2546	0	2546	0,480606	2546	-0,0190269
2546	0	2546	0,479118	2546	-0,0190269
2546	0	2546	0,479118	2546	-0,0193873
2546	0	2546	0,479529	2546	-0,0193873
2546	0	2546	0,479529	2546	-0,00807763
2546	0	2546	0,479529	2546	-0,00807763
2546	0	2546	0,480956	2546	-0,00807763
2546	0	2546	0,480956	2546	-0,00119816
2546	0	2546	0,480483	2546	-0,00119816
2547	0	2547	0,480483	2547	0,00233304
2547	0	2547	0,480491	2547	0,00233304
2547	0	2547	0,480491	2547	0,00557211
2547	0	2547	0,48156	2547	0,00557211
2547	0	2547	0,48156	2547	0,00557211
2547	0	2547	0,481699	2547	0,00917169
2547	0	2547	0,481699	2547	0,00917169
2547	0	2547	0,481699	2547	0,0122741
2547	0	2547	0,479871	2547	0,0122741
2548	0	2548	0,479871	2548	0,0188584
2548	0	2548	0,478802	2548	0,0188584
2548	0	2548	0,478802	2548	0,0188584
2548	0	2548	0,478802	2548	0,0120463
2548	0	2548	0,479221	2548	0,0120463
2548	0	2548	0,479221	2548	0,00106816
